size,old,branchy,branchless,prefetch,careful,lowerBound,upperBound,equalRange,improvedLowerBound,improvedUpperBound,improvedEqualRange,inlineAsm,inlinePrefetch,alexandrescuLowerBound,alexandrescuUpperBound
57400864,400.5935,255.4637,544.7954,168.7350,139.2299,186.3678,246.7143,379.2018,304.9926,238.2457,351.5535,238.1790,164.8986,195.9751,314.3784
57544368,470.6813,223.9189,586.4963,177.4988,173.3068,193.1794,181.9400,344.7627,238.7982,181.1594,298.2969,190.8375,156.7290,190.6827,191.1049
57688232,387.4131,220.5956,504.0404,238.1790,284.0225,211.8673,197.0621,338.6227,218.3836,146.9667,271.5732,351.1664,206.9723,236.2485,228.9126
57832456,453.7518,244.2383,556.7487,267.7473,395.6701,305.8824,213.4145,356.2271,234.5181,260.8266,448.0053,387.9302,249.6750,266.3443,243.8585
57977040,395.0056,213.2106,493.2689,171.3057,168.7210,251.5809,200.9653,343.5988,203.1035,173.7006,290.8838,190.3485,282.6897,270.2475,265.4581
58121984,401.1737,275.1994,442.8642,220.1839,150.5714,173.4015,171.9596,267.2868,140.6192,195.0748,408.3514,280.3370,182.9775,220.4900,219.7585
58267296,382.2331,253.8354,570.6325,197.3959,167.3391,181.7645,182.1302,272.2769,277.9807,194.9098,341.0067,293.2222,184.7641,236.7761,221.3728
58412968,437.7617,201.0885,459.8006,168.9393,153.6978,205.5830,198.0046,420.5928,235.3026,193.2180,335.5634,230.7589,190.6336,208.9765,413.0814
58559008,405.4223,202.9172,459.5823,174.3054,149.7838,200.3535,260.5205,341.9108,239.0618,171.4359,280.6395,156.3036,130.7196,296.7389,276.8554
58705408,422.0628,197.1253,440.1952,179.0846,159.8698,195.3387,215.4717,394.4219,233.5300,168.8617,274.9954,131.8449,136.8350,169.6739,322.4672
58852176,429.9087,211.0232,505.6581,172.1741,143.9354,194.3503,194.2380,409.3464,257.1516,217.1281,326.7364,226.6792,168.3236,213.3194,429.7578
58999312,442.0060,224.9842,587.3120,177.6286,159.9431,241.2278,187.7427,273.9719,308.4847,225.8424,346.2608,222.2801,204.9428,217.2864,210.8929
59146816,419.6188,205.7866,436.8227,184.1239,302.7139,205.9733,191.1997,303.9796,202.3861,155.2380,228.0755,352.3938,172.4240,217.2018,209.2439
59294688,398.9968,208.8887,460.5111,264.5086,259.3141,198.0253,201.2117,293.4928,240.1902,167.8347,306.4486,411.8859,202.7343,234.7009,238.5763
59442928,398.5714,204.5770,414.8642,170.7255,160.4707,195.2615,181.8838,281.2303,139.5184,157.3584,281.1878,448.0267,210.0137,239.3745,238.1330
59591536,442.4633,219.9207,514.7136,169.2345,179.6437,196.1372,202.5444,406.2625,240.3910,194.6388,327.5237,242.1351,174.7803,234.5988,349.8901
59740520,393.2541,225.5258,654.5721,172.0548,147.5012,192.2969,198.4791,292.7297,289.3152,209.4584,337.5254,228.3640,156.1344,191.9382,197.1569
59889872,440.0965,211.8424,564.7912,184.9505,192.3917,189.2338,183.6283,410.5598,241.8821,213.0909,341.3724,235.1899,168.8227,196.8122,257.8371
60039600,392.3963,283.0590,446.2717,225.1741,167.0716,195.0646,212.9575,289.7055,196.5026,224.8684,364.2380,255.1611,162.9326,210.6434,211.4486
60189704,425.4177,217.2369,484.8954,183.7968,268.6651,243.0319,208.8428,284.6943,183.8743,158.7687,298.3671,275.0411,193.5700,228.9372,224.7733
60340184,413.6581,241.9944,580.2647,194.0481,153.2124,209.6199,281.6451,463.3700,357.0744,280.0204,390.6623,294.2878,228.1422,240.3594,408.0242
60491040,399.6297,257.2043,451.5574,264.0056,195.1839,219.5827,207.4749,302.9951,220.9895,195.4335,386.2738,263.9982,179.7704,209.6023,215.2187
60642272,407.5321,203.7754,429.5956,207.0776,169.9586,196.5135,262.9860,343.8098,219.2173,162.3029,243.6086,131.4686,108.8284,276.1485,224.1018
60793880,483.1899,224.8578,627.3914,173.5809,151.0846,189.6978,194.6283,511.7210,301.5002,173.4507,317.5437,199.5237,146.4321,194.6002,508.8582
60945872,405.3833,282.9010,439.5935,218.6508,156.5532,193.4184,297.6953,365.9052,227.8080,193.4960,291.5198,170.3879,125.8982,368.5391,302.6644
61098240,419.3935,223.8592,450.8259,309.8245,249.9316,220.0716,206.4128,312.1980,218.9252,221.0527,417.3120,293.3275,188.8154,219.2380,242.1495
61250992,453.3226,202.9947,469.6118,177.3931,158.0656,257.5419,217.2685,376.5500,216.6111,189.5714,311.6213,197.2446,265.1660,307.8020,269.4493
61404120,461.9526,214.2232,586.5205,180.4244,171.7206,215.2713,194.4103,405.0246,240.2327,209.4475,330.1541,212.3840,162.5739,222.0516,376.8912
61557632,428.8817,212.5107,497.1688,175.8280,171.9319,270.9473,220.6097,351.5286,237.3700,153.7083,277.2001,170.2717,294.9382,311.6283,268.7392
61711528,421.2998,271.6157,458.4535,205.7690,169.0235,195.7045,210.6364,336.1643,230.6992,223.0993,332.6616,213.0769,149.9207,197.9410,192.8908
61865808,413.3556,219.3120,383.9526,200.4977,132.0456,239.6595,255.0519,332.4086,196.7280,172.1183,327.1372,210.5167,160.3127,475.7062,404.9224
62020480,457.0505,221.6118,564.3587,244.7554,191.3822,206.7083,205.9523,417.2345,259.8206,217.8034,327.3026,247.9309,115.2250,201.2327,281.7683
62175536,417.1113,222.1713,463.4051,193.3026,142.3212,198.2296,279.4265,340.5742,216.2594,181.8312,318.3278,228.1109,161.9832,342.0232,289.8954
62330976,483.5097,213.9101,511.7069,185.8473,165.1864,256.7645,234.3071,355.5693,247.5932,185.2812,313.1299,184.8764,251.0639,258.8361,233.1572
62486808,413.3977,236.9586,443.3250,188.3019,183.6564,213.4531,256.9968,324.7596,188.0804,164.7785,282.2850,229.8301,169.2731,311.9839,263.1369
62643032,469.5591,215.2257,551.0302,188.0519,159.6795,190.7424,179.2569,370.2092,227.1860,189.3429,382.1239,220.9751,165.2499,196.4324,289.7157
62799640,419.8722,211.7227,477.0463,326.3033,224.1439,200.7508,201.9252,340.4444,235.8052,174.4212,323.4935,199.8540,143.7245,173.9045,193.4746
62956640,407.7536,318.7743,459.2411,254.0990,170.2717,191.1959,183.1920,284.0930,154.2074,376.2334,447.2250,318.4756,204.6332,248.2475,243.4121
63114032,426.1285,220.9789,455.7880,219.4949,147.8459,191.8852,269.3440,347.2910,217.2899,189.4763,338.0811,239.3499,186.0232,380.6715,310.5068
63271824,407.5813,213.5339,453.7694,218.7561,310.7775,257.2148,209.0151,302.1509,204.5876,178.6378,297.8291,511.7806,256.5009,279.5669,262.5918
63430008,560.1878,210.2145,525.7066,237.4089,183.4946,195.6974,233.5511,303.8354,180.6107,180.1959,297.0025,183.9551,143.2425,207.7034,237.2085
63588584,462.9481,333.1049,826.1794,313.9424,285.5170,223.9856,230.9031,444.8508,278.9758,193.7701,342.8424,200.5398,162.7108,211.3538,404.9930
63747560,426.3780,225.1250,457.3847,193.3380,106.8133,263.3478,241.3159,310.2324,184.6760,167.4974,299.4749,220.5426,300.7585,331.1987,270.7399
63906936,419.6929,240.7427,488.1730,215.8164,310.9603,225.9445,231.8105,292.1390,243.8793,197.1639,418.8979,296.0000,198.9151,234.9754,274.5237
64066704,432.0291,219.7269,461.3163,189.9231,249.8824,224.7452,313.2074,398.2903,258.7761,190.6230,310.5135,181.5286,339.8041,294.2278,266.3124
64226872,431.3257,227.0941,510.2401,195.5777,148.0147,204.6929,218.7104,325.1253,183.8635,168.5100,299.3763,187.4261,236.1499,255.7694,245.7961
64387440,421.0432,230.7024,624.5293,195.0467,165.0600,201.8094,234.6553,384.5363,236.2801,204.0004,309.2829,209.8838,178.1422,203.4412,360.6511
64548416,427.7108,211.4451,443.9754,200.4412,165.5630,249.5591,262.4230,340.7009,239.6241,220.7045,349.3236,238.3900,332.7111,290.0046,284.2018
64709792,440.9193,235.3798,604.2060,274.2987,280.8680,234.6199,242.9122,347.2453,225.2446,219.5160,374.3661,257.6862,172.9691,369.4465,324.7701
64871568,482.0646,226.6725,641.5742,193.3096,160.1123,209.3387,224.5834,404.6518,255.5195,211.7824,344.2246,247.6774,178.2092,259.0930,313.7350
65033752,419.1229,226.9817,509.5188,314.1811,224.2282,233.7160,208.0934,314.4451,187.5068,195.0147,438.1232,299.2952,214.7048,242.5111,227.3440
65196344,417.0376,216.0691,424.6894,191.6704,210.5412,264.9126,209.2331,308.2380,183.9130,156.7290,330.3545,193.1443,291.8786,269.6216,261.1039
65359336,468.2366,230.7199,612.9130,190.4819,184.1909,200.9228,224.5444,394.9807,260.7947,207.4956,345.2794,254.5981,168.3443,416.4675,319.3615
65522736,424.0179,329.6795,560.6058,258.6599,174.4110,226.7673,206.2401,302.7206,181.4335,288.5904,401.7185,281.9158,211.0123,237.2892,233.7690
65686544,412.4163,224.4496,441.6644,196.8084,187.1095,218.1053,207.8617,294.7866,149.3264,148.7462,307.9638,249.7276,205.7796,237.5953,224.8929
65850768,434.9126,220.0186,484.0021,202.5125,310.5770,241.4212,222.5051,324.4044,177.1116,170.2081,337.6725,377.2074,252.7203,304.1239,273.0537
66015400,500.4458,218.2253,522.0979,193.5412,153.0748,201.8866,238.3159,328.9161,225.5928,180.2274,308.9344,212.1692,177.0446,402.3587,327.3408
66180440,418.9010,214.9372,499.3243,192.7364,335.9038,263.1155,222.8213,321.8936,207.4008,185.6890,472.1436,337.8101,217.1488,237.6093,234.8592
66345896,420.5472,253.0965,567.5690,249.9175,204.5033,207.3798,189.4868,283.5932,299.3303,230.4072,362.7360,253.3815,178.0225,214.3601,350.2517
66511768,424.2183,232.9424,601.9407,200.2478,171.8540,210.3405,198.3559,427.4925,250.3289,211.1534,346.2920,341.5655,235.8684,278.5960,277.2562
66678048,424.6297,215.2640,470.7898,199.1751,160.0625,225.5644,237.1941,372.9839,250.0688,213.3510,332.9077,244.3187,327.0453,312.5356,278.3078
66844744,425.1362,234.1664,446.7357,220.7715,180.8287,226.5949,213.8750,288.1860,151.5946,184.1064,317.0049,194.3043,294.0730,289.9372,280.1783
67011856,423.3110,234.5742,478.9414,263.3089,329.8519,222.1183,220.5146,307.2043,203.9933,242.1913,502.8477,316.5799,216.1962,232.6013,232.1474
67179392,438.7103,284.2077,641.9352,251.9231,209.3733,209.2377,208.4780,384.5707,338.1747,230.9234,341.0960,228.6850,171.0114,182.1938,400.1861
67347344,453.4707,306.9839,536.5626,255.8941,216.8015,210.0853,199.6883,305.5747,270.3905,227.4370,358.0004,230.6117,180.6007,209.9568,209.5604
67515720,518.8256,228.0242,593.8802,190.6784,184.8546,215.8103,325.7703,370.5293,273.8623,229.5692,351.8674,258.2795,222.4315,318.3897,287.9586
67684512,424.7824,274.2989,647.6930,234.2593,285.5143,208.1549,197.0201,436.4971,300.8513,255.9234,379.0875,254.4956,188.8473,225.3048,284.5637
67853728,420.3564,235.5110,514.4436,375.3366,347.1516,221.9282,226.0901,347.3901,312.7857,229.9546,323.8212,200.9875,151.6484,184.2267,181.3934
68023368,430.4344,313.3293,498.0462,603.4000,420.3751,239.3531,232.2813,467.3652,299.6143,243.9813,356.9062,272.2916,195.2590,253.1381,303.9707
68193432,416.4333,261.9864,548.2700,235.1403,325.7593,223.9652,245.6366,347.0744,209.8908,191.7502,414.6645,300.5465,198.4956,253.0755,240.3260
68363920,426.2282,315.2154,546.2220,246.8916,201.8022,201.2040,189.1736,325.5392,322.7429,242.3264,359.9744,261.8832,192.0806,236.4355,229.0443
68534832,460.6930,260.3568,599.8952,229.6502,161.2857,213.6454,239.5956,353.6659,236.3733,210.4634,361.9377,259.4355,319.6344,302.4659,291.5846
68706176,450.5678,304.4883,525.2114,268.1736,220.0308,215.9868,217.3667,304.1799,259.9568,225.3784,339.7714,234.2410,200.7894,258.5326,276.0238
68877944,419.4278,273.5758,726.6308,218.7205,189.5850,207.1165,203.1751,450.1641,290.9864,228.5967,359.4791,259.3399,219.1172,277.6238,287.7308
69050144,425.2890,299.4344,681.4971,271.1612,218.7136,205.3106,197.3689,434.8527,268.7535,237.3278,351.9923,257.9271,210.3751,339.0407,305.5304
69222776,429.4139,300.1978,541.9905,303.0458,216.3095,186.1022,186.2454,322.7502,183.5846,298.4216,400.5055,291.6029,194.6128,263.2927,249.5484
69395840,417.6923,304.6425,499.1256,315.6890,212.1850,213.2601,211.4396,305.1267,244.4582,256.9546,391.8630,264.0084,176.2007,198.1103,211.6963
69569336,479.6711,241.8788,602.2337,229.3198,210.7718,208.5626,255.5418,319.4396,243.0088,193.3908,317.9868,227.2905,181.9883,344.0579,345.3352
69743264,487.8879,234.2853,587.3410,216.4271,227.8044,223.1985,265.0363,333.9546,228.2960,197.0571,366.4853,238.7114,292.5571,277.5729,259.3293
69917624,435.4147,233.0007,508.4473,407.0491,297.5630,218.3355,221.5802,306.7051,218.7322,288.4212,388.4172,306.3051,201.6447,212.6872,232.9531
70092424,451.0011,242.8769,574.0773,113.6348,271.8879,231.6685,222.9194,315.8799,184.6784,170.2700,376.2106,317.2707,244.6751,241.2839,226.6923
70267656,428.4125,316.8451,536.0454,267.9795,202.7897,235.7059,201.8168,366.1033,350.5282,277.1542,404.5905,297.5630,258.8300,238.2377,391.2868
70443328,452.0982,251.8095,586.1736,236.8359,212.0198,295.9187,265.1352,364.7934,287.0264,231.8524,353.3542,540.3652,308.1692,303.9231,290.0835
70619440,437.8443,292.3114,561.7575,242.4985,199.3839,224.2993,207.3733,301.2806,325.7630,255.8282,366.7714,310.5875,207.5421,226.3692,403.8861
70795992,504.8615,277.9139,705.2641,229.5179,203.4095,185.7278,211.5132,423.0689,270.6696,230.9275,342.4432,253.8681,222.1048,330.3982,296.0912
70972984,437.5542,235.3275,504.0799,223.8700,122.5238,305.6810,258.9993,350.7850,242.0839,203.3070,331.4773,581.4795,281.0736,297.4711,277.4879
71150424,455.2949,274.5154,682.6645,276.6663,235.3934,222.8059,197.7725,401.7425,265.6780,245.0747,464.8443,332.5491,217.0366,375.7447,322.7242
71328304,420.3495,311.3989,559.1919,268.8454,217.9026,221.2055,217.0289,354.3227,323.4326,279.1949,387.4626,284.7330,243.0344,256.3930,406.6458
71506632,463.7355,257.4795,710.7359,237.9040,225.8626,225.4919,334.5784,380.1560,278.7432,233.3824,357.7982,269.9538,356.1103,316.9883,305.7766
71685400,423.6117,335.9879,775.3791,420.9330,386.2773,292.9608,336.1304,435.5136,335.3564,271.3630,326.1447,230.9641,305.7289,320.9919,306.9875
71864616,503.6212,341.9883,767.5473,287.2689,258.3751,267.1425,263.0579,431.2348,392.3363,258.3275,410.4842,248.7227,166.1377,253.9377,322.7832
72044280,482.8894,235.8377,593.9319,241.4861,313.9421,254.3564,219.9615,313.0835,236.1128,206.3861,412.8110,375.9205,237.3828,249.3725,250.9802
72224392,455.9227,261.5165,607.6835,382.0974,256.1806,230.4392,235.5147,351.3538,236.5278,330.5231,412.6755,328.3029,287.9773,328.1044,314.4853
72404960,489.0037,241.4381,618.8070,226.7249,236.0615,280.1711,222.8645,335.6535,209.2158,194.0623,330.8498,278.8278,220.3359,238.5681,230.1564
72585976,449.5443,342.4176,582.1993,306.0260,278.1930,244.3813,229.9216,374.3022,269.5978,221.5982,352.3264,246.4253,179.3128,349.9923,288.8689
72767448,425.0839,278.2256,694.3978,271.2125,244.7557,223.0919,209.2817,411.8714,274.3322,255.3033,368.9330,267.7370,190.4879,356.7414,313.8799
72949368,464.8810,242.0212,587.3220,245.3908,234.1751,276.2223,263.9755,407.0971,274.9487,232.4575,375.9245,427.0103,247.9890,255.0681,256.7637
73131744,456.8179,240.1722,542.5560,249.7546,177.4557,323.5722,228.2187,331.4256,235.6762,213.4326,343.6209,499.4557,317.8542,310.9033,300.1832
73314576,456.4143,262.4634,592.4711,244.4473,342.3769,267.2231,229.4044,394.0648,266.6436,225.5875,454.9278,358.0004,238.7220,251.4828,261.1751
73497864,484.6147,309.4099,576.8004,273.8993,144.7930,203.1015,216.8861,313.6960,321.0286,261.4542,390.9234,300.2678,202.5253,236.7586,439.9322
73681616,432.3758,313.4465,628.5143,247.5923,188.3700,217.9355,207.1714,380.4234,308.4337,247.8092,365.9641,275.6897,198.2901,303.5158,299.0381
73865824,518.4037,260.0044,633.2553,247.6366,209.6377,213.8656,260.9333,485.2674,270.7868,234.1824,368.5586,347.6066,246.4183,258.6062,250.1066
74050496,504.5421,279.2681,646.0418,261.1128,232.2886,271.1722,232.0908,334.0278,234.0359,194.7304,321.8143,296.0985,214.4344,250.7304,256.7198
74235624,450.2414,257.8648,556.8396,310.6209,325.0070,240.8875,231.1326,370.9659,237.7608,339.8117,409.9084,320.4780,219.7963,250.9139,253.6480
74421216,498.3070,244.2271,623.5487,248.0879,171.5546,256.2832,233.5586,323.6088,235.1370,208.4451,325.9615,271.6198,255.9967,261.0799,260.0410
74607272,439.9286,283.5546,695.7370,261.8392,251.5853,227.3711,281.5359,404.6344,326.6842,303.0498,778.2121,610.6630,450.1934,445.3637,416.6755
74793792,504.1714,246.0769,622.2275,275.7414,199.2000,213.6267,263.1604,352.4769,245.7502,241.9703,354.6678,266.5333,290.4652,283.9473,282.7363
74980784,429.6418,340.8542,573.4059,288.0026,229.0044,261.5678,242.5095,374.9850,276.2956,254.3051,357.5377,263.4689,206.4267,393.1586,321.8249
75168240,472.4520,260.4451,614.7223,241.9590,194.4110,265.5868,254.4370,329.8846,239.0670,211.6857,337.2685,457.4198,246.8110,279.5359,264.2546
75356168,448.1714,267.3370,701.8916,283.1839,223.5912,228.7326,298.8549,381.9026,296.6125,232.7147,358.7670,298.9136,341.2469,313.0355,310.2022
75544560,490.6733,280.0242,712.4062,253.0278,244.0513,231.0044,241.1407,360.1469,239.6656,200.1766,328.1447,251.1084,276.0311,263.3956,255.8868
75733424,449.6392,266.3205,573.6333,279.5473,380.4531,262.8081,246.8073,329.5762,252.0366,340.1788,426.9004,323.2491,224.0755,237.6652,263.1751
75922760,459.8458,292.7260,600.4571,378.0454,305.7949,246.6381,241.3648,344.0396,238.0912,355.7392,441.1839,346.2821,233.1806,304.9066,313.4685
76112568,446.2117,269.2454,691.4432,284.9824,204.3564,235.4597,286.5971,375.5681,349.2363,287.5696,401.3974,321.2048,284.8795,304.2425,290.8212
76302856,454.2234,288.8396,742.0817,262.5916,220.7725,221.0700,225.3377,368.8227,251.2110,213.0143,379.3044,288.6707,326.3282,276.1487,276.4788
76493616,445.6905,336.6410,617.4527,297.1081,224.7505,226.9161,218.8824,317.9791,370.7791,295.9996,408.1029,347.1407,244.1282,436.3835,348.3740
76684856,453.3901,286.0286,565.6729,371.8546,304.8846,267.5755,248.0256,366.2945,415.3473,289.8158,426.9553,316.4670,222.7689,259.9938,430.4271
76876576,446.7216,320.7168,621.8015,342.9828,247.4385,226.4795,218.2253,332.6883,359.0462,268.0637,393.3641,302.0476,213.2930,245.4604,425.5315
77068768,530.6758,253.8282,668.8066,248.0220,222.1158,218.1154,276.2333,389.1473,262.4007,231.4264,367.8941,493.1029,268.5626,282.0388,277.8883
77261440,439.3158,317.2194,619.0971,425.8982,224.6407,246.1615,224.5930,420.4557,289.8853,223.6901,356.5249,258.6209,238.7037,276.7066,263.7993
77454600,497.1399,266.1736,615.2143,272.8161,256.1546,288.3733,274.7835,369.8615,339.3495,225.5143,341.1623,464.5176,239.8084,293.7022,253.4645
77648240,518.2092,249.8791,651.5322,245.8824,177.2799,234.3626,281.9985,363.1051,251.5048,227.1652,377.3117,311.8319,255.6593,288.7330,276.4645
77842368,453.7531,254.2282,613.3641,386.6110,285.7308,244.5762,208.0890,307.9015,318.7718,263.2597,373.6377,281.6168,199.5271,223.0000,460.7154
78036976,445.0740,322.1626,677.8934,273.1136,257.2593,255.9161,202.9476,379.9758,291.9733,241.7392,353.8604,264.3352,316.1073,288.1751,281.7344
78232072,440.8974,317.3516,548.4498,265.3333,256.7747,235.2505,205.9348,383.8586,257.3106,211.8985,350.1755,249.4278,184.0216,381.1429,322.2582
78427656,442.3249,272.3941,737.2773,277.8773,283.1769,229.2685,253.3399,338.7769,223.8256,197.1377,350.4619,253.3216,350.6454,308.2059,309.4941
78623728,446.6081,339.8813,658.7656,306.5212,285.3051,244.8179,281.5363,373.7883,267.3516,222.4425,345.5183,254.1912,203.2190,386.3729,314.7824
78820288,459.6073,280.7103,607.3271,288.8689,307.0974,307.9527,266.4308,386.9414,346.9685,264.8927,485.3480,397.0780,244.6967,269.0656,277.4407
79017344,492.6883,262.1440,653.0440,257.1824,282.5161,244.4037,228.3509,320.5004,194.4366,181.7201,451.5989,344.9055,214.9700,256.6022,252.6132
79214888,444.3256,252.8223,564.7667,240.7260,252.6828,241.5956,239.4377,336.6923,236.6451,198.9103,487.9026,376.0930,238.7370,273.3927,272.6952
79412928,513.6000,282.5637,671.2070,308.4850,283.1912,338.4392,289.3791,405.2549,299.4201,253.5267,554.2853,440.5930,268.6216,278.2403,287.9033
79611464,456.3480,256.8890,565.6436,415.2667,303.6663,250.6791,236.5604,383.9066,365.3326,288.8945,405.1081,313.7070,213.7590,244.6747,457.4678
79810496,515.6839,265.3187,674.4399,278.4828,171.2498,222.6553,261.0099,353.0861,255.4502,226.7656,350.4733,445.1110,256.4081,290.2190,287.3128
80010024,460.5905,283.8813,751.5864,288.5168,298.3557,243.5667,277.6791,369.1055,266.7425,228.9198,351.6659,271.5282,312.5403,321.7850,328.1670
80210056,470.9326,316.7352,627.9418,395.8451,301.7615,257.3949,244.7227,364.2099,359.8718,308.1033,414.8996,321.1571,245.7758,400.6451,328.2623
80410584,440.3249,337.6429,766.3403,290.4212,254.6352,264.6469,284.1967,351.9447,286.0575,238.4286,352.1685,247.4678,372.2619,329.7524,331.8370
80611616,472.7491,262.7751,620.2311,275.6974,382.3139,296.5868,248.1176,354.4810,247.9304,375.3516,452.6267,422.5330,254.2645,279.7601,336.0278
80813152,448.2667,328.8388,600.8498,293.8524,241.9370,231.3678,231.9952,458.7374,298.0985,281.6498,383.4700,304.1839,265.7040,297.6952,304.7084
81015192,480.6615,300.3414,770.0396,286.5238,248.8773,233.7238,292.1059,404.1648,284.1527,232.7513,379.2495,285.8703,312.9440,295.9593,293.9846
81217736,443.3161,348.5868,771.0484,470.1619,402.7260,313.2923,344.1571,511.4601,468.0040,402.9648,567.5337,718.7513,461.7982,448.4908,471.5454
81420784,447.6762,297.6216,654.6370,286.7366,224.5158,235.0927,230.7179,328.6000,198.9176,192.4183,404.7886,315.3293,196.9872,239.5297,260.3751
81624336,480.2725,320.8491,622.7593,303.4535,290.8729,334.4685,270.0495,300.5136,265.1315,218.7982,494.2919,406.8619,234.0282,229.6062,258.7531
81828400,457.7755,334.4535,708.5300,305.2553,256.2938,254.7560,228.8465,430.1443,305.2037,280.9524,410.8220,302.3557,218.8857,365.2297,341.9952
82032976,474.1106,260.0300,602.4861,292.9092,318.4414,295.0967,248.6275,516.2015,442.8165,431.9758,563.6542,492.3505,238.5681,279.3158,397.7604
82238064,459.3612,267.8432,587.0908,281.1505,368.5619,303.5524,253.6696,361.3872,292.4799,287.7311,505.5623,428.6359,247.7429,274.4275,323.6674
82443664,438.0897,321.3956,625.9960,292.3513,258.5216,230.4535,219.2857,477.9495,309.2077,265.2084,386.6403,312.5949,386.7725,351.5993,347.5516
82649776,446.9894,265.1934,611.5070,393.7015,370.6176,237.9147,221.2678,330.7612,246.4000,245.3022,373.5861,270.4048,193.9337,238.0505,515.7685
82856408,444.5158,304.2641,662.9784,291.8670,322.6542,255.5161,263.3733,383.8216,293.9000,251.7432,378.2546,278.2733,335.0993,323.7923,326.0088
83063552,453.2282,307.7872,732.1755,296.3850,298.4253,232.0278,254.5139,385.3414,259.5128,239.8967,357.6037,278.8205,378.9700,334.8645,345.7571
83271216,545.3227,357.8678,688.1802,404.2634,308.2458,332.0055,273.4399,381.4106,291.2099,268.3315,492.3982,396.6447,233.0117,258.5476,269.2234
83479400,455.8560,283.5839,744.4993,336.2813,277.6645,257.7839,265.4469,369.5454,266.6139,233.1110,380.9374,545.1315,284.7070,314.9440,308.9033
83688104,446.2626,318.4524,701.7663,303.7103,278.8681,231.1582,276.4641,363.8132,252.1579,225.9249,347.8267,253.6919,381.7593,350.2454,352.6930
83897328,442.9780,351.1150,601.6161,352.5645,340.8136,256.6758,216.9077,334.8681,320.5407,285.3491,392.0685,290.5458,203.1674,429.8689,371.9641
84107072,509.7092,290.0282,654.1740,295.5956,208.6908,318.5736,239.7828,390.7176,271.3114,241.2802,439.3117,334.2370,231.7051,255.8538,251.6956
84317344,442.6623,279.7487,595.6234,297.4857,264.0121,248.8769,224.7725,357.9520,223.4110,343.8044,428.6176,319.4905,219.2088,261.2703,348.0652
84528144,453.4593,268.4341,614.8099,319.3916,370.5513,256.6575,252.7267,402.4908,301.6513,332.0311,441.0623,365.1015,266.7421,254.5839,426.3092
84739472,446.4608,359.7615,675.0637,327.8179,295.8304,254.6315,257.3143,473.9198,350.5608,295.3278,426.4740,416.9249,308.2645,310.6099,322.8344
84951328,456.1612,272.5853,615.5370,394.0465,376.1410,269.1681,247.3103,355.8788,337.2319,308.1692,374.2949,289.2212,214.2546,238.1645,378.3022
85163712,507.6912,289.0158,641.0985,336.5051,147.1051,280.6703,236.9791,404.0289,317.4729,273.8700,490.5927,393.7641,250.7927,274.0275,273.2824
85376624,462.5103,326.9154,634.4007,301.6553,299.3941,242.9795,219.5429,430.7502,285.3418,238.1718,368.5549,270.0824,324.4604,294.6234,282.0538
85590072,466.0183,397.0963,628.9029,355.5927,313.0832,260.4853,240.2451,411.4864,265.1462,241.1846,356.5908,336.0685,242.9945,288.3220,314.3238
85804048,636.8780,382.8645,1083.6242,389.2755,337.5985,277.8736,266.5777,540.0198,380.0385,306.4593,391.6538,296.2161,328.9341,349.2179,320.9846
86018560,447.0158,345.1040,604.3949,336.7070,332.0791,228.9711,221.2901,466.8810,297.3282,255.6557,388.5674,293.8747,348.4473,313.2963,323.4696
86233608,482.8824,385.8626,755.0513,392.5751,285.4044,265.2341,230.7476,409.3286,289.8853,238.9571,370.7128,271.2125,228.6740,339.6835,342.1165
86449200,458.8916,304.3597,624.8037,373.8766,416.4736,276.5007,265.7443,346.2857,263.5315,335.4040,425.8212,341.6579,252.8553,294.4289,393.3421
86665328,445.4520,323.1722,882.3883,338.1751,292.8582,293.2619,327.7927,383.0366,312.9000,290.3553,436.1560,563.8125,308.9363,310.3747,367.2447
86881992,456.0802,312.4850,835.0527,293.0894,337.9070,277.1656,246.3560,357.5414,264.1883,233.3788,367.4685,389.5216,234.6081,284.5714,279.0516
87099200,490.6110,287.6905,647.6641,290.1901,398.2341,292.6308,266.2253,373.8582,298.1945,328.2806,449.3897,373.3553,232.8026,253.1817,313.9641
87316952,490.7912,295.6952,734.3568,313.5205,265.3557,291.1187,245.2626,362.1916,263.2194,223.9029,374.0788,380.1930,250.3967,267.4546,271.8330
87535248,441.8487,306.0703,720.7597,347.0125,324.1777,254.2722,328.0795,421.6821,389.8927,301.4352,434.1418,502.5425,298.0513,322.1524,318.0564
87754088,470.3458,277.2795,638.1670,389.8084,175.0337,235.2582,221.9505,329.4740,331.1509,267.9059,395.0304,316.2289,220.1048,404.5396,363.1938
87973480,459.0791,312.5663,647.1359,411.5344,352.9692,262.1923,252.4007,353.3103,381.8886,285.6872,403.9853,328.6370,223.3194,429.2714,381.2718
88193416,450.2495,301.4722,616.6604,290.5575,266.3612,241.8897,234.3366,361.3216,365.5864,290.0436,409.2227,331.9769,256.4744,406.7048,371.5425
88413904,454.3264,340.0469,828.8037,335.6542,135.2070,206.1297,238.6857,431.3451,313.5535,263.8286,386.6960,327.9326,301.7436,347.2623,313.3443
88634944,469.0762,316.6656,646.8685,393.7608,380.6407,223.0886,213.6161,374.9337,363.8396,268.4971,416.5696,284.0245,227.8923,513.7359,376.8495
